NOME;REGISTRO;NASCIMENTO;IABCZ;DECA;F;DEP_PN_ED;DEP_PD_ED;DEP_PA_ED;DEP_PS_ED;DEP_PM_EM;DEP_TMD;DEP_IPP;DEP_STAY;DEP_PE_365;DEP_PE_450;DEP_E;DEP_P;DEP_M;DEP_AOL;DEP_ACAB;DEP_MAR;AC_PN_ED;AC_PD_ED;AC_PA_ED;AC_PS_ED;AC_PM_EM;AC_TMD;AC_IPP;AC_STAY;AC_PE_365;AC_PE_450;AC_E;AC_P;AC_M;AC_AOL;AC_ACAB;AC_MAR;DECA_PN_ED;DECA_PD_ED;DECA_PA_ED;DECA_PS_ED;DECA_PM_EM;DECA_TMD;DECA_IPP;DECA_STAY;DECA_PE_365;DECA_PE_450;DECA_E;DECA_P;DECA_M;DECA_AOL;DECA_ACAB;DECA_MAR
APOLO SM MATA VELHA;JBCF1923;08/10/2000;14,12;1;0,0;-0,02;83;4;4,54;83;2;8,41;73;1;15,89;81;1;1,99;64;1;4,27;0;2;-15,42;59;1;32,75;48;2;0,788;57;1;1,300;75;1;1,691;58;1;3,910;58;1;3,232;58;1;2,599;73;1;0,622;65;3;1,45;65;1
ACAPULCO DA MN;LBMND3268;11/02/2008;14,07;1;1,66;1,22;72;10;10,22;71;1;15,85;70;1;18,44;71;1;2,73;50;1;7,56;0;1;-10,55;39;2;25,98;24;9;0,582;60;1;0,305;61;3;1,993;48;1;3,407;48;1;2,826;48;1;2,758;55;1;-1,137;42;10;-2,19;36;10
RONDEL DA BONS.;ZAN768;11/11/2002;14,05;1;0,0;0,23;87;7;1,55;87;5;6,59;84;2;11,28;87;1;0,57;75;4;2,40;0;3;-24,68;70;1;37,95;58;1;0,025;68;6;-0,053;82;6;0,147;84;6;2,841;84;1;1,932;84;1;3,631;73;1;-2,122;63;10;-0,70;58;9
DOURO DE MARIPA;MBO1249;19/10/2010;14,01;1;2,83;0,25;86;8;5,06;85;2;7,80;83;1;11,46;85;1;4,22;63;1;7,06;0;1;-8,53;60;3;34,60;43;1;0,285;73;3;0,287;76;4;1,550;78;1;4,446;78;1;3,289;78;1;1,662;74;1;2,985;64;1;0,44;46;3
QUICONGO FAST;FAST2009;03/09/2011;14,01;1;1,95;0,74;74;10;4,88;73;2;6,44;62;2;10,31;72;1;3,49;40;1;5,88;0;1;-2,50;37;5;35,71;27;1;1,194;44;1;2,002;66;1;2,199;57;1;4,376;57;1;2,856;57;1;0,306;69;5;0,330;60;4;0,13;61;5
REM ALCOOL;REMP361;05/11/2011;14;1;1,56;0,01;76;5;5,52;79;1;10,45;75;1;15,05;79;1;-0,14;54;6;2,26;0;3;-6,69;45;3;36,54;29;1;0,630;69;1;1,073;75;1;2,577;62;1;5,801;62;1;5,384;62;1;1,926;78;1;5,303;71;1;3,60;56;1
BARBARUS 7 ESTRELAS;SEEN7444;16/04/2009;13,96;1;0,0;0,54;82;10;5,64;81;1;7,29;79;2;11,52;82;1;2,63;65;1;5,59;0;1;-14,73;56;1;34,99;45;1;0,052;70;5;0,092;77;5;0,773;55;3;-0,689;55;7;-0,714;55;8;-0,632;53;8;0,612;40;3;0,68;18;2
NORINO IDM;IDM6609;05/10/2016;13,93;1;2,73;0,12;51;6;10,25;75;1;13,60;68;1;20,10;71;1;-0,04;37;6;5,13;0;1;-7,51;32;3;30,54;23;5;0,151;62;4;0,602;41;2;1,040;43;2;2,381;43;1;2,939;43;1;2,058;43;1;1,273;32;1;-0,54;30;8
DENSO DS;DWS6176;02/08/1994;13,92;1;0,0;-0,23;84;2;4,16;84;2;10,23;78;1;12,33;84;1;5,38;78;1;9,36;0;1;-2,75;70;5;33,77;58;2;0,214;49;3;0,882;78;1;2,654;50;1;3,088;50;1;3,137;50;1;0,202;78;5;0,652;72;2;2,18;73;1
TIMIDO DA GREN.;GREN5423;24/07/2008;13,92;1;0,0;-0,20;83;2;5,03;81;2;6,77;75;2;7,48;80;2;1,49;62;2;2,38;0;3;-21,53;58;1;36,10;49;1;0,531;70;1;0,855;73;1;2,115;75;1;3,140;75;1;0,993;75;3;1,161;24;2;1,470;12;1;0,73;12;2
LOGAN DA DI GENIO;JCDG5092;15/09/2013;13,87;1;0,20;1,08;95;10;12,33;95;1;12,33;94;1;12,51;95;1;1,53;65;2;8,14;0;1;-13,95;72;1;29,52;31;6;-0,220;90;8;-0,225;91;8;1,247;90;2;2,442;90;1;2,688;90;1;2,469;85;1;0,705;79;2;1,35;70;1
BERLOK DA EDWIGES;L9314;20/09/1996;13,84;1;0,0;-0,15;79;3;0,97;80;5;5,35;71;3;8,46;78;2;2,92;66;1;5,33;0;1;-19,94;64;1;36,57;54;1;0,517;41;1;0,760;56;1;-0,381;42;8;1,168;42;3;-1,271;42;9;2,365;25;1;-0,393;15;7;-0,88;13;9
2308 NEBG;NEBG2308;29/06/2013;13,81;1;0,20;0,74;54;10;10,33;75;1;15,54;70;1;21,85;74;1;0,42;29;5;5,52;0;1;-6,47;26;3;29,12;18;6;0,039;53;6;0,568;62;2;4,078;41;1;1,662;41;2;2,272;41;1;-0,268;26;7;0,215;16;4;-0,62;16;8
AKAMUN;J5525;27/10/1993;13,79;1;0,39;-0,13;82;3;2,12;80;4;5,18;73;3;14,61;79;1;0,63;71;4;0,69;0;5;-20,56;61;1;38,76;54;1;-0,180;65;8;-0,332;73;8;-0,312;52;8;4,024;52;1;3,781;52;1;2,854;58;1;1,231;46;1;0,28;43;4
BINTHUR SALTO CAXIAS;RPK27;31/03/2003;13,79;1;2,93;0,92;81;10;6,86;80;1;10,80;73;1;13,85;79;1;2,32;66;1;5,81;0;1;-12,15;55;2;32,22;48;3;0,262;44;3;-0,013;72;6;3,524;36;1;0,541;36;4;0,365;36;5;0,141;69;5;-0,224;59;6;-1,75;59;10
ZAP MATI;MATI1449;25/05/2013;13,76;1;0,0;-0,21;76;2;5,59;76;1;6,48;73;2;8,12;75;2;1,24;44;3;5,52;0;1;-16,92;42;1;34,40;28;1;0,861;55;1;1,326;66;1;0,974;55;3;5,203;55;1;4,917;55;1;-0,996;47;9;2,709;35;1;1,17;30;1
ALAMO;IZSNA133;16/10/2001;13,73;1;0,59;0,07;86;5;7,32;88;1;10,53;85;1;13,78;88;1;-0,48;76;7;0,61;0;5;-4,25;76;4;40,15;68;1;-0,526;62;10;-0,537;77;9;2,002;84;1;3,341;84;1;1,231;84;3;1,920;65;1;0,366;53;4;1,41;44;1
RARO DA EAO;EAO7228;06/08/2012;13,72;1;0,0;-0,40;76;1;5,35;76;1;7,84;72;1;11,63;73;1;-0,32;56;7;1,31;0;5;-18,47;52;1;36,25;26;1;0,457;57;2;0,665;64;2;0,584;67;4;5,984;67;1;5,301;67;1;1,806;46;1;0,169;34;4;1,21;29;1
HARIEL DA DICA;DICO1677;07/09/2010;13,71;1;0,0;0,14;86;6;4,07;86;2;7,41;78;2;11,69;85;1;0,58;71;4;2,09;0;4;-13,87;61;1;37,75;55;1;0,306;52;3;0,694;79;1;2,068;51;1;0,232;51;5;2,418;51;1;0,319;80;5;-0,222;72;6;-1,42;73;10
C1781 DA MN;MANAC1781;08/01/1998;13,7;1;2,54;0,29;88;8;3,85;88;2;7,04;83;2;9,31;86;2;0,87;78;3;3,45;0;2;-15,37;73;1;38,70;68;1;-0,082;58;7;-0,128;79;7;1,572;73;1;-0,297;73;7;-0,835;73;8;-0,191;70;7;-1,119;60;10;0,09;60;5
JAVARI BONS;BONS2099;22/09/2011;13,69;1;0,0;-0,17;79;2;1,00;81;5;3,70;78;4;5,68;80;3;0,35;60;5;2,64;0;3;-24,29;60;1;39,38;30;1;0,577;67;1;0,518;70;2;1,016;65;2;4,835;65;1;0,923;65;3;1,392;75;1;0,473;67;3;-2,34;30;10
MANH 02 DA MN;MANH2;15/11/1997;13,65;1;0,0;-0,45;72;1;3,08;72;3;5,24;67;3;4,72;68;4;2,62;61;1;4,31;0;1;-28,57;53;1;35,83;46;1;0,170;53;4;0,092;59;5;0,629;36;4;1,639;36;2;-0,050;36;6;-0,570;41;8;-0,509;30;8;-1,85;29;10
NIGER DA MN;LBMN7608;29/08/2012;13,63;1;1,32;-0,27;74;2;8,58;73;1;10,95;65;1;13,00;63;1;0,17;27;5;4,68;0;1;-13,95;28;1;32,51;13;3;0,306;62;3;0,247;62;4;3,404;59;1;5,620;59;1;3,930;59;1;2,858;22;1;1,066;11;1;-0,10;10;6
BENIN MAT.;RDM9731;09/11/2016;13,59;1;1,07;0,91;63;10;6,18;70;1;13,15;62;1;15,63;65;1;3,16;36;1;7,84;0;1;-6,85;28;3;29,62;23;6;0,699;52;1;1,605;52;1;2,483;52;1;4,831;52;1;4,155;52;1;2,504;55;1;-0,652;44;8;1,35;37;1
JOVIAL DO SNI;SNI7329;17/09/2012;13,57;1;0,0;-0,12;71;3;4,46;71;2;8,57;69;1;10,23;71;1;4,06;47;1;7,71;0;1;-16,20;42;1;31,99;28;3;0,380;44;2;0,558;60;2;3,457;39;1;3,484;39;1;2,702;39;1;-1,389;71;10;-0,075;63;6;0,04;64;5
GRADUAL DA S.LUCAS;SLNP612;05/08/2014;13,56;1;0,0;0,57;69;10;5,28;71;2;11,05;67;1;16,31;71;1;2,24;36;1;6,37;0;1;-9,95;29;2;31,18;20;4;0,608;37;1;1,575;62;1;0,119;36;6;3,697;36;1;2,945;36;1;0,564;66;4;-0,123;57;6;1,33;58;1
LATIM DO IZ;IZSNA2919;25/10/2011;13,56;1;1,37;0,20;76;7;7,13;76;1;9,63;73;1;15,13;76;1;-2,88;43;10;-2,33;0;9;-12,41;40;2;37,98;21;1;0,424;59;2;0,980;67;1;2,879;56;1;3,437;56;1;2,587;56;1;2,978;63;1;2,014;52;1;-0,98;45;9
EDITO DA APA;SFPO1146;15/01/2006;13,54;1;0,78;0,06;59;5;5,37;70;1;7,83;68;1;8,61;71;2;-1,29;42;9;1,82;0;4;-16,68;36;1;37,52;34;1;0,598;61;1;1,240;66;1;1,608;57;1;2,750;57;1;3,614;57;1;2,332;57;1;2,957;44;1;-0,77;18;9
GAETAN KA;KAPM1683;04/10/2010;13,54;1;1,56;-0,29;81;2;2,15;80;4;6,80;78;2;7,63;79;2;5,36;68;1;6,99;0;1;-13,60;58;2;33,70;44;2;0,875;69;1;0,839;69;1;3,503;46;1;3,812;46;1;3,446;46;1;1,665;64;1;-0,153;53;6;-2,54;29;10
ANIL CM;D9574;08/10/1985;13,48;1;0,0;-0,02;89;4;3,70;90;3;6,38;86;2;7,44;89;2;3,13;87;1;6,00;0;1;-22,14;85;1;32,97;81;2;0,710;72;1;1,048;82;1;1,801;76;1;-0,086;76;6;0,672;76;4;0,878;66;3;1,043;55;1;1,41;42;1
REGENTE FAST;FAST2204;18/08/2012;13,44;1;0,59;0,81;74;10;12,95;72;1;17,12;60;1;14,46;72;1;2,08;39;1;9,50;0;1;7,31;37;8;29,43;25;6;0,263;43;3;-0,368;68;9;2,313;46;1;2,770;46;1;2,508;46;1;1,396;69;1;0,109;61;5;-2,12;61;10
BARAN TERRA BOA;BOA8197;12/08/2009;13,4;1;0,0;0,56;67;10;3,59;71;3;7,88;69;1;10,16;70;1;1,74;47;2;4,34;0;1;-10,96;43;2;34,05;33;1;1,405;58;1;1,951;59;1;1,852;70;1;1,182;70;3;1,185;70;3;0,653;67;3;-1,181;58;10;0,14;20;5
CONDE OL;OLL3572;15/04/2007;13,4;1;0,0;-0,08;76;3;3,88;76;2;6,46;68;2;11,50;73;1;2,49;55;1;4,20;0;2;-6,03;43;4;37,61;30;1;0,307;43;3;0,173;61;4;1,189;73;2;2,119;73;2;0,065;73;6;-1,134;51;9;-0,382;38;7;0,67;30;2
QUITOCO DA S.M;H4862;04/09/1990;13,39;1;3,52;0,09;83;6;1,57;83;5;7,87;78;1;7,68;81;2;5,17;77;1;8,02;0;1;-9,47;71;2;36,10;65;1;0,119;59;5;-0,159;68;7;-0,813;39;9;-0,451;39;7;-1,692;39;10;2,107;28;1;0,701;16;2;0,26;10;4
HERCULES COL;COLA8630;08/01/2009;13,38;1;0,88;0,20;89;7;6,71;89;1;11,23;88;1;15,62;89;1;1,88;77;2;5,54;0;1;-11,08;74;2;30,91;67;4;0,480;84;1;0,666;85;2;0,833;80;3;4,504;80;1;3,318;80;1;3,646;81;1;-0,284;74;7;-0,22;39;6
2838 PO DA LACADA;BETO2838;11/11/2011;13,37;1;0,0;0,05;73;5;6,28;72;1;10,45;55;1;12,61;72;1;2,73;45;1;6,55;0;1;-6,10;42;4;31,83;34;3;0,855;46;1;0,735;66;1;-0,633;38;9;3,657;38;1;2,173;38;1;2,463;42;1;1,308;31;1;2,07;30;1
A 646 NEUTRO DA GUAI;GUAIA646;02/09/2010;13,37;1;3,32;0,03;74;5;8,70;73;1;9,85;53;1;12,52;70;1;-1,39;48;9;2,78;0;3;-16,55;41;1;32,79;37;2;0,645;44;1;1,150;67;1;2,644;39;1;1,442;39;3;1,128;39;3;-0,655;42;8;-0,682;30;8;-0,63;28;8
OKASHMARAY;ILZ1128;05/12/2011;13,36;1;0,0;0,20;81;7;6,80;77;1;9,58;50;1;12,45;52;1;2,47;41;1;7,09;0;1;-13,68;35;2;31,16;18;4;0,351;28;2;0,821;34;1;1,446;24;1;-0,623;24;7;-0,652;24;8;0,010;25;6;-0,867;18;9;-1,28;18;10
BRONZE CAMPARINO;JHVM15089;02/10/2016;13,36;1;0,59;-0,52;78;1;6,78;78;1;10,17;69;1;13,98;71;1;1,55;33;2;5,95;0;1;-13,59;26;2;30,60;19;5;0,695;48;1;1,076;51;1;0,204;45;6;2,468;45;1;3,421;45;1;-1,255;53;10;-1,831;41;10;-1,27;26;10
HARATAN DA SM;FSM3438;16/12/2003;13,33;1;0,0;0,16;72;7;2,61;73;4;5,18;68;3;6,05;68;3;4,99;54;1;7,48;0;1;-17,51;40;1;35,09;19;1;0,154;63;4;0,128;66;5;1,415;36;2;0,078;36;6;0,650;36;4;0,779;17;3;-0,525;6;8;-0,64;5;8
FANTOCHE TERRA BOA;BOA9714;03/06/2013;13,32;1;0,39;0,81;76;10;10,79;77;1;14,40;73;1;17,60;75;1;0,13;44;5;5,93;0;1;-14,02;38;1;28,94;29;7;-0,298;60;9;-0,919;60;10;2,034;59;1;1,576;59;2;2,154;59;1;2,705;54;1;1,148;43;1;0,53;30;3
REM SADVIR;REM4829;11/11/2007;13,32;1;6,25;-0,41;79;1;4,60;78;2;5,50;76;2;7,87;79;2;3,36;55;1;6,33;0;1;-22,87;44;1;31,76;48;3;0,741;73;1;1,106;75;1;-0,044;35;7;0,868;35;4;1,077;35;3;-1,321;79;10;2,782;72;1;-2,13;62;10
JHVM 11332 FIV CAMPARINO;JHVM11332;15/09/2013;13,3;1;0,0;0,24;87;8;8,21;89;1;12,27;86;1;14,02;88;1;4,63;51;1;10,10;0;1;-0,98;46;5;27,75;31;8;0,979;77;1;1,101;79;1;-0,095;73;7;2,748;73;1;3,081;73;1;1,885;63;1;0,273;51;4;0,12;32;5
HOATCHI LEMGRUBER;LEM430;26/12/2008;13,26;1;25,59;0,51;88;10;7,70;89;1;11,68;86;1;17,40;88;1;-0,11;68;6;3,62;0;2;0,81;66;6;35,04;24;1;0,271;74;3;0,047;84;5;0,419;81;5;6,283;81;1;2,949;81;1;3,091;78;1;2,132;70;1;-0,44;68;7
BIRIMBAU DO IZ;IZSNA408;28/10/2002;13,25;1;0,0;0,16;79;7;10,18;83;1;14,83;80;1;20,07;82;1;-5,80;52;10;-4,09;0;10;-11,79;63;2;35,33;33;1;0,279;66;3;0,877;75;1;-1,232;64;10;3,946;64;1;4,303;64;1;6,702;75;1;0,703;66;2;1,00;66;1
B1737 TG;VBAB1737;26/09/2012;13,24;1;0,0;0,15;74;6;4,04;72;2;6,91;70;2;11,22;72;1;2,58;39;1;5,41;0;1;-13,82;37;1;36,23;20;1;-0,312;65;9;-0,287;58;8;1,784;21;1;2,227;21;1;1,841;21;2;-1,741;43;10;-0,732;31;8;0,42;27;3
CEN 3348 LAMBISCO;CEN3348;13/07/2002;13,24;1;0,0;-0,15;91;3;2,25;91;4;6,02;89;2;8,32;91;2;8,27;83;1;11,70;0;1;-12,83;81;2;32,43;75;3;-0,279;82;9;-0,305;87;8;1,459;88;1;1,982;88;2;1,729;88;2;1,054;62;2;-0,200;49;6;0,75;32;2
MUKESH FIV COL;COL21517;03/10/2012;13,21;1;1,95;0,14;96;6;8,91;96;1;13,76;95;1;19,67;96;1;-1,03;67;8;2,85;0;3;-25,51;61;1;25,90;27;9;0,651;91;1;1,249;92;1;1,635;90;1;3,783;90;1;4,512;90;1;2,930;86;1;-0,268;80;7;-1,78;65;10
CHOPANO FIV 7 ESTRELAS;SETE19 44;05/11/2013;13,21;1;0,39;0,66;72;10;7,74;71;1;8,83;69;1;11,13;72;1;-0,58;44;7;4,07;0;2;-9,98;42;2;34,30;19;1;0,726;52;1;0,464;66;2;1,561;23;1;0,579;23;4;0,989;23;3;0,885;36;3;-0,045;24;5;-0,77;17;9
SERVO DA PECA RARA;PECA2301;10/09/2013;13,2;1;0,0;-0,13;65;3;4,24;83;2;3,15;79;4;7,28;81;2;-2,13;49;10;0,26;0;6;-17,47;47;1;39,97;18;1;0,839;65;1;1,015;75;1;0,392;69;5;4,689;69;1;4,557;69;1;1,857;39;1;0,512;26;3;0,53;27;3
RANGER COL;COL8510;12/12/1996;13,16;1;0,29;0,14;92;6;4,39;93;2;2,93;91;4;2,30;92;5;-1,30;89;9;0,08;0;6;-30,39;87;1;37,54;85;1;1,021;86;1;1,563;90;1;-0,587;85;9;2,899;85;1;2,503;85;1;3,329;84;1;0,005;78;5;-1,38;67;10
MANH 105;MANH105;09/11/1999;13,14;1;0,29;0,27;94;8;6,90;94;1;7,73;92;1;6,75;93;3;0,70;90;4;3,73;0;2;-13,49;87;2;35,29;84;1;0,668;84;1;0,510;89;2;2,319;89;1;-1,728;89;9;-1,481;89;9;-0,887;79;9;-0,631;70;8;2,96;66;1
FERIADO OB;OBG7034;29/09/2001;13,13;1;0,0;0,49;95;10;6,40;95;1;11,01;94;1;15,34;94;1;3,31;91;1;7,55;0;1;4,82;89;8;35,47;87;1;-0,402;91;10;-0,588;93;10;2,964;89;1;-0,080;89;6;1,776;89;2;-0,331;66;7;0,154;54;5;-1,07;48;10
LBMH 561 DA MN;LBMH561;17/10/2004;13,1;1;1,37;0,47;72;10;4,85;71;2;8,40;66;1;11,49;69;1;1,63;53;2;4,29;0;1;-4,95;40;4;36,77;36;1;0,287;29;3;1,173;64;1;1,819;38;1;2,227;38;1;2,390;38;1;1,634;43;1;0,109;31;5;-0,09;31;6
NUR MAHAL COL;G5191;28/06/1992;13,1;1;2,34;0,30;96;8;3,98;96;2;5,19;94;3;8,11;95;2;-1,36;94;9;0,81;0;5;-29,31;93;1;36,20;92;1;0,470;90;1;0,791;93;1;0,375;91;5;2,849;91;1;2,031;91;1;-0,388;83;7;0,883;77;2;-0,85;68;9
HOUSTON COL;COLA8088;05/11/2008;13,1;1;0,29;0,09;83;6;4,96;86;2;9,87;84;1;12,67;85;1;2,26;68;1;4,11;0;2;-27,36;66;1;29,78;59;6;0,263;76;3;0,363;81;3;0,685;84;4;-0,223;84;6;1,900;84;1;2,158;61;1;3,024;46;1;0,95;16;2
JUPITER DA DICA;DICO2848;06/08/2012;13,08;1;0,39;0,29;74;8;5,23;74;2;8,23;63;1;10,91;73;1;-0,41;54;7;2,17;0;3;-22,25;46;1;34,42;30;1;0,331;47;2;0,446;67;3;1,949;39;1;3,132;39;1;3,196;39;1;1,483;67;1;-0,267;57;7;-1,27;56;10
CENTENARIO;4695;17/11/1964;13,05;1;0,0;-0,15;75;3;-0,41;74;7;3,94;71;3;5,86;73;3;2,92;73;1;3,89;0;2;-13,97;65;1;40,63;52;1;0,139;41;4;0,311;52;3;-0,967;32;9;1,319;32;3;0,026;32;6;2,031;51;1;1,565;38;1;-0,97;33;9
MANIPUR VB DA VALE;VBV8510;14/09/2010;13,04;1;2,34;-0,02;74;4;7,40;74;1;12,10;74;1;16,38;74;1;-1,11;51;8;2,96;0;3;-19,44;37;1;31,31;33;4;0,073;49;5;0,735;70;1;-0,162;79;7;2,607;79;1;2,549;79;1;2,645;18;1;-1,247;8;10;-0,29;7;7
D3924 DA MN;LBMND3924;03/11/2008;12,97;1;3,52;0,16;74;7;2,63;75;4;5,39;71;2;7,56;73;2;1,77;59;2;2,60;0;3;-10,33;54;2;39,45;39;1;0,319;62;2;0,614;67;2;-0,602;62;9;3,804;62;1;1,256;62;3;1,290;49;2;1,481;37;1;1,83;37;1
CJ SANT ANNA 8692;CJCJ8692;09/12/2013;12,96;1;0,78;-0,46;74;1;5,40;73;1;9,95;70;1;12,14;73;1;-0,38;38;7;2,88;0;3;-5,94;31;4;35,11;19;1;1,038;63;1;1,013;63;1;2,059;19;1;1,372;19;3;2,593;19;1;0,420;27;4;-0,213;18;6;-1,28;16;10
CJ SANT ANNA 8433;CJCJ8433;30/11/2013;12,9;1;2,15;-0,30;75;2;6,09;74;1;10,63;71;1;9,57;73;2;-1,03;37;8;2,43;0;3;-11,77;34;2;33,79;18;2;1,297;55;1;0,914;55;1;0,352;18;5;2,762;18;1;1,420;18;2;-0,805;30;9;-0,049;19;5;-1,21;15;10
NASHE;REMC553;07/10/2002;12,9;1;0,0;-0,31;75;1;1,65;74;5;3,51;69;4;4,71;73;4;3,06;60;1;4,22;0;2;-20,59;42;1;38,46;44;1;-0,091;60;7;0,444;67;3;0,458;29;4;2,331;29;1;1,244;29;3;0,433;70;4;1,094;61;1;-0,94;50;9
CEN 1856 DESACATO TE;L9320;15/09/1996;12,89;1;0,0;0,06;90;5;4,76;89;2;5,16;86;3;6,82;88;3;0,38;83;5;2,53;0;3;-10,26;80;2;39,12;77;1;0,413;71;2;0,577;78;2;0,259;73;5;-1,182;73;8;0,020;73;6;1,540;50;1;-0,373;36;7;-0,30;29;7
HOPUR TE DO JAL;JAX705;28/11/2003;12,88;1;0,78;0,59;84;10;5,53;86;1;8,74;83;1;12,66;85;1;4,14;76;1;7,98;0;1;-14,37;71;1;29,52;64;6;0,406;76;2;0,426;79;3;2,274;77;1;0,366;77;5;0,749;77;4;0,985;55;2;-0,014;43;5;0,08;34;5
REM QUADRO TE;REM3729;26/04/2005;12,87;1;0,0;-1,27;71;1;1,91;70;4;5,33;68;3;8,40;72;2;3,33;56;1;4,97;0;1;-19,47;33;1;34,99;39;1;0,321;60;2;0,210;63;4;0,025;24;6;1,360;24;3;1,545;24;2;2,853;70;1;0,833;62;2;-0,58;56;8
MANH 207 DA MN;MANH207;15/10/2001;12,86;1;0,0;0,08;73;6;3,39;72;3;6,77;68;2;7,75;70;2;2,89;55;1;5,53;0;1;-14,29;44;1;35,97;42;1;0,057;25;5;0,243;63;4;0,892;46;3;1,278;46;3;-0,622;46;8;-0,401;50;7;-1,584;38;10;0,05;39;5
LANDAU DA DI GENIO;JCDG4599;24/03/2013;12,82;1;0,0;0,51;97;10;5,59;97;1;8,21;96;1;11,38;96;1;2,76;85;1;4,98;0;1;-11,84;89;2;32,33;31;3;0,622;92;1;0,692;93;1;1,368;92;2;2,511;92;1;2,045;92;1;0,284;90;5;-0,787;86;9;-0,48;70;8
TRIBUNAL FIV DE MARIPA;MBO3774;01/08/2015;12,81;1;1,27;0,61;72;10;6,03;72;1;7,41;66;2;5,85;71;3;2,83;38;1;6,79;0;1;-8,05;32;3;33,48;29;2;1,010;55;1;0,538;58;2;3,405;54;1;1,993;54;2;4,005;54;1;1,699;45;1;2,509;35;1;0,06;33;5
OCEANO DE CV;CVCV5683;22/09/2006;12,8;1;0,0;0,81;88;10;5,26;88;2;6,71;86;2;7,92;87;2;5,38;74;1;9,57;0;1;-21,02;74;1;29,47;70;6;0,141;80;4;-0,025;84;6;0,253;83;5;0,826;83;4;0,834;83;4;1,869;73;1;1,286;63;1;1,67;47;1
SUDAO DA MN;LBMND7483;12/08/2012;12,8;1;0,98;-0,43;89;1;1,39;90;5;5,09;88;3;9,92;90;1;2,83;68;1;3,53;0;2;-4,46;70;4;39,46;19;1;0,334;82;2;0,565;85;2;0,888;80;3;4,936;80;1;4,951;80;1;4,356;72;1;-0,479;60;7;0,63;52;2
TENOR DA ELGE;ELGE3819;03/08/2015;12,77;1;0,49;0,25;78;8;3,76;77;3;4,85;73;3;8,47;74;2;2,02;34;1;4,77;0;1;-17,83;28;1;33,62;25;2;0,933;56;1;1,021;59;1;1,006;59;2;3,264;59;1;3,069;59;1;0,032;62;6;2,300;50;1;-2,90;51;10
C2569 DA MN;MANAC2569;30/10/1998;12,76;1;7,23;0,38;97;9;6,39;97;1;8,03;97;1;10,44;97;1;0,21;95;5;2,89;0;3;-0,07;94;6;38,48;93;1;0,332;94;2;0,354;96;3;1,286;96;2;3,988;96;1;3,065;96;1;4,169;92;1;1,422;89;1;0,05;86;5
DIRIGIVEL COL;COLA4210;26/11/2004;12,76;1;1,27;0,18;95;7;7,12;95;1;9,75;94;1;12,36;95;1;1,15;91;3;4,90;0;1;-11,25;89;2;31,14;86;4;0,822;90;1;1,235;93;1;1,846;92;1;1,148;92;3;1,795;92;2;3,897;87;1;-1,212;82;10;-1,15;73;10
RAPPER MAT.;RDM5384;01/10/2011;12,76;1;1,56;0,40;75;9;4,02;70;2;8,39;63;1;11,90;67;1;2,29;40;1;4,79;0;1;-10,62;34;2;33,69;22;2;0,561;40;1;0,935;57;1;1,051;55;2;2,180;55;1;2,992;55;1;3,061;33;1;-0,467;22;7;-0,03;18;5
IMPERIOSO COL;COLA9123;30/11/2009;12,74;1;0,0;0,04;78;5;5,07;77;2;5,73;76;2;11,03;78;1;-0,52;62;7;2,08;0;4;-1,75;50;5;40,32;47;1;0,244;71;3;0,531;71;2;0,705;38;4;1,009;38;3;-1,344;38;9;1,298;60;2;0,536;49;3;-1,26;28;10
CEN 6664 ARAPOTI;CEN6664;07/08/2009;12,74;1;1,56;-0,29;80;2;3,96;80;2;4,33;76;3;5,85;80;3;-0,42;60;7;2,22;0;3;-24,42;55;1;36,66;36;1;0,510;65;1;0,905;74;1;0,847;34;3;-0,110;34;6;1,370;34;2;2,728;33;1;-1,155;19;10;-0,26;10;7
ESCALDADO;E1406;22/09/1985;12,73;1;0,0;-0,17;72;2;2,34;70;4;4,00;66;3;8,64;69;2;-0,55;52;7;-0,37;0;7;-19,06;51;1;41,78;41;1;-0,444;34;10;-0,624;37;10;0,869;34;3;3,768;34;1;2,822;34;1;2,287;36;1;-0,299;27;7;0,97;22;1
NITRO DO BATUQUE;FBFM7438;20/09/2016;12,73;1;1,17;-0,43;70;1;4,19;71;2;10,80;71;1;15,50;72;1;4,15;35;1;7,83;0;1;-3,46;29;5;29,68;21;6;0,971;67;1;1,629;66;1;-0,443;37;8;1,487;37;2;1,850;37;2;-1,127;69;9;3,047;58;1;0,65;28;2
TORETAO DO JHV;JHVM5969;29/09/2008;12,72;1;0,0;1,06;77;10;6,95;76;1;10,69;74;1;15,40;75;1;3,52;57;1;6,61;0;1;-7,23;53;3;30,71;46;4;0,003;65;6;-0,312;69;8;3,141;66;1;2,144;66;2;0,196;66;5;-1,357;57;10;-0,954;44;9;-1,76;34;10
ADEPT DA BELA;AZAN43;14/12/2003;12,71;1;0,0;-0,01;76;4;2,21;75;4;8,33;71;1;11,42;74;1;3,15;66;1;5,72;0;1;-14,99;63;1;36,28;58;1;-0,780;60;10;-0,604;67;10;-1,272;61;10;4,982;61;1;4,327;61;1;2,694;48;1;-0,286;35;7;0,86;25;2
